dhash,path,split,domain,eight_class,split_set
041733331717171c,data/alzheimers/MildDemented/df9b1bec-58ce-4b92-8ed3-d965c6897d34.jpg,test,dementia,dementia_MildDemented,"test,train,val"
041733331717171c,data/alzheimers/MildDemented/f7e70309-e098-477f-a4f2-4db73fc5a954.jpg,test,dementia,dementia_MildDemented,"test,train,val"
041733331717171c,data/alzheimers/ModerateDemented/0bd72582-9d34-4fb6-ad9e-4ea22c805975.jpg,test,dementia,dementia_ModerateDemented,"test,train,val"
041733331717171c,data/alzheimers/ModerateDemented/0f57c0e4-5e6a-4391-850e-18103323dfff.jpg,test,dementia,dementia_ModerateDemented,"test,train,val"
041733331717171c,data/alzheimers/ModerateDemented/13a3d89a-9889-43b3-bf7d-cbe93fa2f30c.jpg,test,dementia,dementia_ModerateDemented,"test,train,val"
041733331717171c,data/alzheimers/ModerateDemented/1ddadbda-3d9d-4b96-9b28-545fc0e61f15.jpg,test,dementia,dementia_ModerateDemented,"test,train,val"
041733331717171c,data/alzheimers/ModerateDemented/270507e3-12e6-4b60-abf7-599551130285.jpg,test,dementia,dementia_ModerateDemented,"test,train,val"
041733331717171c,data/alzheimers/ModerateDemented/27237a82-ed0f-42bb-8309-a4d0c572b38f.jpg,test,dementia,dementia_ModerateDemented,"test,train,val"
041733331717171c,data/alzheimers/ModerateDemented/2822e1b7-5da3-409d-818f-207c1d7e20db.jpg,test,dementia,dementia_ModerateDemented,"test,train,val"
041733331717171c,data/alzheimers/ModerateDemented/33731bc1-ddaa-43e3-bd51-25963f5e9b6c.jpg,test,dementia,dementia_ModerateDemented,"test,train,val"
041733331717171c,data/alzheimers/ModerateDemented/57c1d37c-f401-4ca2-a2b8-bb67b59b5f01.jpg,test,dementia,dementia_ModerateDemented,"test,train,val"
041733331717171c,data/alzheimers/ModerateDemented/70625057-031e-4991-8a0f-93eba73e2c9b.jpg,test,dementia,dementia_ModerateDemented,"test,train,val"
041733331717171c,data/alzheimers/ModerateDemented/722eb324-d978-4dbe-9185-43591de65c1a.jpg,test,dementia,dementia_ModerateDemented,"test,train,val"
041733331717171c,data/alzheimers/ModerateDemented/9f6db556-84e9-4b16-b6c0-2015ea7653c4.jpg,test,dementia,dementia_ModerateDemented,"test,train,val"
041733331717171c,data/alzheimers/ModerateDemented/a5d884ef-e6be-486b-b789-cab06f050b7d.jpg,test,dementia,dementia_ModerateDemented,"test,train,val"
041733331717171c,data/alzheimers/ModerateDemented/aug_7711_722eb324-d978-4dbe-9185-43591de65c1a.jpg,test,dementia,dementia_ModerateDemented,"test,train,val"
041733331717171c,data/alzheimers/ModerateDemented/b31f9b84-fac1-4faa-bea4-5ea6d1339cf6.jpg,test,dementia,dementia_ModerateDemented,"test,train,val"
041733331717171c,data/alzheimers/ModerateDemented/cf42272e-a454-450b-87c9-a358df031dc8.jpg,test,dementia,dementia_ModerateDemented,"test,train,val"
041733331717171c,data/alzheimers/NonDemented/nonDem404.jpg,test,dementia,dementia_NonDemented,"test,train,val"
041733331717171c,data/alzheimers/NonDemented/nonDem659.jpg,test,dementia,dementia_NonDemented,"test,train,val"
041733331717171c,data/alzheimers/NonDemented/nonDem846.jpg,test,dementia,dementia_NonDemented,"test,train,val"
041733331717171c,data/alzheimers/MildDemented/247b9d7f-4ffd-47d0-bb47-4a96885ba7dd.jpg,train,dementia,dementia_MildDemented,"test,train,val"
041733331717171c,data/alzheimers/MildDemented/40f7cd1b-a227-4055-a420-0ffdc02fcbb7.jpg,train,dementia,dementia_MildDemented,"test,train,val"
041733331717171c,data/alzheimers/MildDemented/4364c52d-e6a2-4c50-a2f9-554ab27753f4.jpg,train,dementia,dementia_MildDemented,"test,train,val"
041733331717171c,data/alzheimers/MildDemented/450ede55-7624-4d3a-836a-926fccf0f70c.jpg,train,dementia,dementia_MildDemented,"test,train,val"
041733331717171c,data/alzheimers/MildDemented/5d88a68b-781a-4c79-9eb2-b3f82b32c161.jpg,train,dementia,dementia_MildDemented,"test,train,val"
041733331717171c,data/alzheimers/MildDemented/6c580a34-51c6-4be2-98c0-3cde936cef90.jpg,train,dementia,dementia_MildDemented,"test,train,val"
041733331717171c,data/alzheimers/MildDemented/84ba91a2-a321-4425-b66d-7c85c8a48fd1.jpg,train,dementia,dementia_MildDemented,"test,train,val"
041733331717171c,data/alzheimers/MildDemented/afcfa48a-53c6-493e-84b7-381fbd455103.jpg,train,dementia,dementia_MildDemented,"test,train,val"
041733331717171c,data/alzheimers/MildDemented/b59172e2-304d-4c9a-9527-4055efa31fe7.jpg,train,dementia,dementia_MildDemented,"test,train,val"
041733331717171c,data/alzheimers/MildDemented/bd2875c4-4f5e-4ea4-873e-70b5a2187ca6.jpg,train,dementia,dementia_MildDemented,"test,train,val"
041733331717171c,data/alzheimers/MildDemented/d54ee8ca-e5b9-45dd-a108-140dda08195b.jpg,train,dementia,dementia_MildDemented,"test,train,val"
041733331717171c,data/alzheimers/MildDemented/mildDem201.jpg,train,dementia,dementia_MildDemented,"test,train,val"
041733331717171c,data/alzheimers/MildDemented/mildDem35.jpg,train,dementia,dementia_MildDemented,"test,train,val"
041733331717171c,data/alzheimers/MildDemented/mildDem63.jpg,train,dementia,dementia_MildDemented,"test,train,val"
041733331717171c,data/alzheimers/MildDemented/mildDem91.jpg,train,dementia,dementia_MildDemented,"test,train,val"
041733331717171c,data/alzheimers/ModerateDemented/095cab72-9de1-4e35-aa26-32dc18ee3fc5.jpg,train,dementia,dementia_ModerateDemented,"test,train,val"
041733331717171c,data/alzheimers/ModerateDemented/13df745e-ea61-42a9-af40-283cd0838504.jpg,train,dementia,dementia_ModerateDemented,"test,train,val"
041733331717171c,data/alzheimers/ModerateDemented/279d6426-468a-4fa2-8da1-f34170ff6e0f.jpg,train,dementia,dementia_ModerateDemented,"test,train,val"
041733331717171c,data/alzheimers/ModerateDemented/2c2a761f-b536-4085-add2-bf6ed08d2db2.jpg,train,dementia,dementia_ModerateDemented,"test,train,val"
041733331717171c,data/alzheimers/ModerateDemented/2d70c4b5-86ef-48b7-a5de-0a2bb08b5899.jpg,train,dementia,dementia_ModerateDemented,"test,train,val"
041733331717171c,data/alzheimers/ModerateDemented/3997160d-3c94-40de-ad21-9862406f320a.jpg,train,dementia,dementia_ModerateDemented,"test,train,val"
041733331717171c,data/alzheimers/ModerateDemented/514e054d-fa5c-4ffa-9538-ab462d674aa4.jpg,train,dementia,dementia_ModerateDemented,"test,train,val"
041733331717171c,data/alzheimers/ModerateDemented/5296857e-7e81-4381-8f04-66217f8cc16f.jpg,train,dementia,dementia_ModerateDemented,"test,train,val"
041733331717171c,data/alzheimers/ModerateDemented/5aa1772f-195d-4284-9fee-54c25ca72cd2.jpg,train,dementia,dementia_ModerateDemented,"test,train,val"
041733331717171c,data/alzheimers/ModerateDemented/76dd2b9f-42fb-40a6-8372-d169d2491ad8.jpg,train,dementia,dementia_ModerateDemented,"test,train,val"
041733331717171c,data/alzheimers/ModerateDemented/83fbd2d9-7c42-4bce-91e3-4436cf43cab5.jpg,train,dementia,dementia_ModerateDemented,"test,train,val"
041733331717171c,data/alzheimers/ModerateDemented/86581cd9-6934-45bc-8ebd-12d34d71464a.jpg,train,dementia,dementia_ModerateDemented,"test,train,val"
041733331717171c,data/alzheimers/ModerateDemented/8e8f5cdb-ec14-479a-b7a0-3d44ec8e5273.jpg,train,dementia,dementia_ModerateDemented,"test,train,val"
041733331717171c,data/alzheimers/ModerateDemented/95c6cf01-0aff-43b5-a984-093e6fc4327a.jpg,train,dementia,dementia_ModerateDemented,"test,train,val"
041733331717171c,data/alzheimers/ModerateDemented/a22c9e07-594c-4186-9e9e-4c9f3e85fc93.jpg,train,dementia,dementia_ModerateDemented,"test,train,val"
041733331717171c,data/alzheimers/ModerateDemented/a683fd56-f1bb-462b-82fc-35f4d08aaa2b.jpg,train,dementia,dementia_ModerateDemented,"test,train,val"
041733331717171c,data/alzheimers/ModerateDemented/ab7e89c7-213e-4175-a3b1-f09989f49505.jpg,train,dementia,dementia_ModerateDemented,"test,train,val"
041733331717171c,data/alzheimers/ModerateDemented/aug_6547_76dd2b9f-42fb-40a6-8372-d169d2491ad8.jpg,train,dementia,dementia_ModerateDemented,"test,train,val"
041733331717171c,data/alzheimers/ModerateDemented/aug_6704_47259936-72a0-491b-b59a-80e7dd23281e.jpg,train,dementia,dementia_ModerateDemented,"test,train,val"
041733331717171c,data/alzheimers/ModerateDemented/aug_7546_2d70c4b5-86ef-48b7-a5de-0a2bb08b5899.jpg,train,dementia,dementia_ModerateDemented,"test,train,val"
041733331717171c,data/alzheimers/ModerateDemented/aug_8091_5a6f5ee5-ead1-408d-a1a5-b3b52a1253cf.jpg,train,dementia,dementia_ModerateDemented,"test,train,val"
041733331717171c,data/alzheimers/ModerateDemented/aug_8660_7d027f2c-956d-4168-ac0f-6e73c0d6f17a.jpg,train,dementia,dementia_ModerateDemented,"test,train,val"
041733331717171c,data/alzheimers/ModerateDemented/aug_8746_a683fd56-f1bb-462b-82fc-35f4d08aaa2b.jpg,train,dementia,dementia_ModerateDemented,"test,train,val"
041733331717171c,data/alzheimers/ModerateDemented/aug_9404_d23cac6f-4dae-4b81-85d8-67e7085c7789.jpg,train,dementia,dementia_ModerateDemented,"test,train,val"
041733331717171c,data/alzheimers/ModerateDemented/aug_9462_d63513d4-371d-422a-a92c-f9b0dea8bcba.jpg,train,dementia,dementia_ModerateDemented,"test,train,val"
041733331717171c,data/alzheimers/ModerateDemented/aug_9646_moderateDem13.jpg,train,dementia,dementia_ModerateDemented,"test,train,val"
041733331717171c,data/alzheimers/ModerateDemented/aug_9947_6d9ec15f-5d5c-4235-9d94-dfe3d6feecb0.jpg,train,dementia,dementia_ModerateDemented,"test,train,val"
041733331717171c,data/alzheimers/ModerateDemented/c679e0b3-dc83-4b75-aa2f-bcf326fd1d24.jpg,train,dementia,dementia_ModerateDemented,"test,train,val"
041733331717171c,data/alzheimers/ModerateDemented/c8182486-5801-4a3f-945c-039f8b854c1e.jpg,train,dementia,dementia_ModerateDemented,"test,train,val"
041733331717171c,data/alzheimers/ModerateDemented/ca8efec8-d551-4331-bee7-091ae3c894f9.jpg,train,dementia,dementia_ModerateDemented,"test,train,val"
041733331717171c,data/alzheimers/ModerateDemented/d495e38a-8f1c-450d-8cd1-876ac2965a18.jpg,train,dementia,dementia_ModerateDemented,"test,train,val"
041733331717171c,data/alzheimers/ModerateDemented/d63513d4-371d-422a-a92c-f9b0dea8bcba.jpg,train,dementia,dementia_ModerateDemented,"test,train,val"
041733331717171c,data/alzheimers/ModerateDemented/d7b6fe64-f0d5-4765-b863-c5b4b2749b21.jpg,train,dementia,dementia_ModerateDemented,"test,train,val"
041733331717171c,data/alzheimers/ModerateDemented/df90a121-d88e-41e7-94dd-d4110a40820a.jpg,train,dementia,dementia_ModerateDemented,"test,train,val"
041733331717171c,data/alzheimers/ModerateDemented/e3d1b439-ebe3-4aa6-8827-0b44f04a3750.jpg,train,dementia,dementia_ModerateDemented,"test,train,val"
041733331717171c,data/alzheimers/ModerateDemented/ea271af0-4961-4d37-adfd-006074fcdabb.jpg,train,dementia,dementia_ModerateDemented,"test,train,val"
041733331717171c,data/alzheimers/ModerateDemented/f43c33ef-6c55-46f4-9f47-b800af28662f.jpg,train,dementia,dementia_ModerateDemented,"test,train,val"
041733331717171c,data/alzheimers/ModerateDemented/f4bb4de5-7ea7-4800-beaa-b297127f5d54.jpg,train,dementia,dementia_ModerateDemented,"test,train,val"
041733331717171c,data/alzheimers/ModerateDemented/moderateDem13.jpg,train,dementia,dementia_ModerateDemented,"test,train,val"
041733331717171c,data/alzheimers/NonDemented/f5002049-4e2c-4ebf-8e9e-8bb09c4e0207.jpg,train,dementia,dementia_NonDemented,"test,train,val"
041733331717171c,data/alzheimers/NonDemented/nonDem1162.jpg,train,dementia,dementia_NonDemented,"test,train,val"
041733331717171c,data/alzheimers/NonDemented/nonDem1462.jpg,train,dementia,dementia_NonDemented,"test,train,val"
041733331717171c,data/alzheimers/NonDemented/nonDem1501.jpg,train,dementia,dementia_NonDemented,"test,train,val"
041733331717171c,data/alzheimers/NonDemented/nonDem311.jpg,train,dementia,dementia_NonDemented,"test,train,val"
041733331717171c,data/alzheimers/NonDemented/nonDem411.jpg,train,dementia,dementia_NonDemented,"test,train,val"
041733331717171c,data/alzheimers/NonDemented/nonDem511.jpg,train,dementia,dementia_NonDemented,"test,train,val"
041733331717171c,data/alzheimers/NonDemented/nonDem875.jpg,train,dementia,dementia_NonDemented,"test,train,val"
041733331717171c,data/alzheimers/VeryMildDemented/69b1d1f9-90d9-4e5a-a4a7-ed00f188b502.jpg,train,dementia,dementia_VeryMildDemented,"test,train,val"
041733331717171c,data/alzheimers/VeryMildDemented/db4ca18e-572c-4756-bfa2-225ef7c4c950.jpg,train,dementia,dementia_VeryMildDemented,"test,train,val"
041733331717171c,data/alzheimers/VeryMildDemented/e7a60aa6-e3eb-4bd5-866a-9f0b7f6942fc.jpg,train,dementia,dementia_VeryMildDemented,"test,train,val"
041733331717171c,data/alzheimers/VeryMildDemented/verymildDem326.jpg,train,dementia,dementia_VeryMildDemented,"test,train,val"
041733331717171c,data/alzheimers/VeryMildDemented/verymildDem754.jpg,train,dementia,dementia_VeryMildDemented,"test,train,val"
041733331717171c,data/alzheimers/VeryMildDemented/verymildDem806.jpg,train,dementia,dementia_VeryMildDemented,"test,train,val"
041733331717171c,data/alzheimers/ModerateDemented/05785a27-42e3-4df9-90c2-382b19733390.jpg,val,dementia,dementia_ModerateDemented,"test,train,val"
041733331717171c,data/alzheimers/ModerateDemented/aug_7632_13a3d89a-9889-43b3-bf7d-cbe93fa2f30c.jpg,val,dementia,dementia_ModerateDemented,"test,train,val"
041733331717171c,data/alzheimers/ModerateDemented/aug_9402_d495e38a-8f1c-450d-8cd1-876ac2965a18.jpg,val,dementia,dementia_ModerateDemented,"test,train,val"
041733331717171c,data/alzheimers/NonDemented/934fb538-c47f-469c-9c98-ee08d4b14811.jpg,val,dementia,dementia_NonDemented,"test,train,val"
841733331733178c,data/alzheimers/MildDemented/0da73dda-9d97-40bf-914b-2d22c522a733.jpg,test,dementia,dementia_MildDemented,"test,train,val"
841733331733178c,data/alzheimers/NonDemented/5e4390e8-23bf-4e1d-b558-2661d8b9d9fd.jpg,test,dementia,dementia_NonDemented,"test,train,val"
841733331733178c,data/alzheimers/MildDemented/07b86fef-1d8a-40be-9a35-3ca1c16d31ba.jpg,train,dementia,dementia_MildDemented,"test,train,val"
841733331733178c,data/alzheimers/MildDemented/288c98c8-a45f-4b65-9e34-80af5bea753c.jpg,train,dementia,dementia_MildDemented,"test,train,val"
841733331733178c,data/alzheimers/MildDemented/3e32d1ed-61cf-40fc-980e-900312523da1.jpg,train,dementia,dementia_MildDemented,"test,train,val"
841733331733178c,data/alzheimers/MildDemented/49b2f392-cca0-48aa-b7d3-f9095b154477.jpg,train,dementia,dementia_MildDemented,"test,train,val"
841733331733178c,data/alzheimers/MildDemented/87fd7f6e-78ea-44f3-ad90-f5515c07b0d7.jpg,train,dementia,dementia_MildDemented,"test,train,val"
841733331733178c,data/alzheimers/MildDemented/97df7b45-fe11-42f7-9277-8414e9be6ca9.jpg,train,dementia,dementia_MildDemented,"test,train,val"
841733331733178c,data/alzheimers/MildDemented/b5ffe168-ceb0-48a7-8762-b310cc9e2fcd.jpg,train,dementia,dementia_MildDemented,"test,train,val"
841733331733178c,data/alzheimers/MildDemented/c24bad2d-c221-4d60-878a-247e98c19406.jpg,train,dementia,dementia_MildDemented,"test,train,val"
841733331733178c,data/alzheimers/MildDemented/d5e137dc-3ac1-4248-b7ee-b7fa56907029.jpg,train,dementia,dementia_MildDemented,"test,train,val"
841733331733178c,data/alzheimers/NonDemented/039efadd-3eae-4f5f-8f1b-aa90bf9f9030.jpg,train,dementia,dementia_NonDemented,"test,train,val"
841733331733178c,data/alzheimers/MildDemented/188e21cc-ace0-46ec-980f-c58d9e0f1f45.jpg,val,dementia,dementia_MildDemented,"test,train,val"
141713331717170c,data/alzheimers/MildDemented/0dec3a1d-adfe-40cb-8b52-0d8eda9030f3.jpg,test,dementia,dementia_MildDemented,"test,train"
141713331717170c,data/alzheimers/MildDemented/591e8694-a598-4a02-bf43-6b507a7b346f.jpg,test,dementia,dementia_MildDemented,"test,train"
141713331717170c,data/alzheimers/MildDemented/1e0f474c-182c-4c6d-b98e-198860de20b6.jpg,train,dementia,dementia_MildDemented,"test,train"
141713331717170c,data/alzheimers/MildDemented/42f2d22d-e49a-4bab-afa7-f4b01393d028.jpg,train,dementia,dementia_MildDemented,"test,train"
141713331717170c,data/alzheimers/MildDemented/4945ee62-3555-41b0-8092-34e43b8fd97f.jpg,train,dementia,dementia_MildDemented,"test,train"
141713331717170c,data/alzheimers/MildDemented/50054b3d-648f-4753-9adc-5956624f01c6.jpg,train,dementia,dementia_MildDemented,"test,train"
141713331717170c,data/alzheimers/MildDemented/6e82caa5-7d3d-439f-8a1c-44b399b3b87d.jpg,train,dementia,dementia_MildDemented,"test,train"
141713331717170c,data/alzheimers/MildDemented/b238cf71-bfc3-4c59-9369-f592cb26672e.jpg,train,dementia,dementia_MildDemented,"test,train"
141713331717170c,data/alzheimers/MildDemented/b96e6582-8706-494c-88d5-0b934f69f444.jpg,train,dementia,dementia_MildDemented,"test,train"
141713331717170c,data/alzheimers/MildDemented/bb55149f-4240-464f-a896-e086de8a595c.jpg,train,dementia,dementia_MildDemented,"test,train"
141713331717170c,data/alzheimers/MildDemented/mildDem102.jpg,train,dementia,dementia_MildDemented,"test,train"
141713331717170c,data/alzheimers/MildDemented/mildDem18.jpg,train,dementia,dementia_MildDemented,"test,train"
141713331717170c,data/alzheimers/MildDemented/mildDem44.jpg,train,dementia,dementia_MildDemented,"test,train"
141713331717170c,data/alzheimers/MildDemented/mildDem46.jpg,train,dementia,dementia_MildDemented,"test,train"
141713331717170c,data/alzheimers/VeryMildDemented/6d8db034-fe23-43ae-a613-1b54ead453b7.jpg,train,dementia,dementia_VeryMildDemented,"test,train"
141713331717170c,data/alzheimers/VeryMildDemented/verymildDem139.jpg,train,dementia,dementia_VeryMildDemented,"test,train"
141713331717170c,data/alzheimers/VeryMildDemented/verymildDem209.jpg,train,dementia,dementia_VeryMildDemented,"test,train"
9e172b3317131794,data/alzheimers/MildDemented/0e0abb0f-d124-44cb-91bc-592aa8400c13.jpg,test,dementia,dementia_MildDemented,"test,val"
9e172b3317131794,data/alzheimers/MildDemented/a9d8596e-49a3-4e5e-b69a-d33b9d634a64.jpg,test,dementia,dementia_MildDemented,"test,val"
9e172b3317131794,data/alzheimers/MildDemented/1ac08c4f-5741-445d-9552-cc355fd1ab53.jpg,val,dementia,dementia_MildDemented,"test,val"
0c17172b3317160c,data/alzheimers/MildDemented/0e13a817-7b5e-4de4-babd-0e69b0498676.jpg,test,dementia,dementia_MildDemented,"test,train,val"
0c17172b3317160c,data/alzheimers/MildDemented/93b0ec83-21d0-4dfa-a6d0-54fac2b28e40.jpg,test,dementia,dementia_MildDemented,"test,train,val"
0c17172b3317160c,data/alzheimers/MildDemented/aug_9923_3a002c48-835d-4312-8956-c29cbe6097ab.jpg,test,dementia,dementia_MildDemented,"test,train,val"
0c17172b3317160c,data/alzheimers/NonDemented/28 (51).jpg,test,dementia,dementia_NonDemented,"test,train,val"
0c17172b3317160c,data/alzheimers/NonDemented/29 (26).jpg,test,dementia,dementia_NonDemented,"test,train,val"
0c17172b3317160c,data/alzheimers/NonDemented/30 (26).jpg,test,dementia,dementia_NonDemented,"test,train,val"
0c17172b3317160c,data/alzheimers/NonDemented/94e893b7-a2e2-46fb-b6c4-d4cf22c51f0e.jpg,test,dementia,dementia_NonDemented,"test,train,val"
0c17172b3317160c,data/alzheimers/NonDemented/nonDem2547.jpg,test,dementia,dementia_NonDemented,"test,train,val"
0c17172b3317160c,data/alzheimers/VeryMildDemented/01484c55-0cc7-4f0c-a891-d5d2e1f8684e.jpg,test,dementia,dementia_VeryMildDemented,"test,train,val"
0c17172b3317160c,data/alzheimers/VeryMildDemented/27 (42).jpg,test,dementia,dementia_VeryMildDemented,"test,train,val"
0c17172b3317160c,data/alzheimers/VeryMildDemented/28 (10).jpg,test,dementia,dementia_VeryMildDemented,"test,train,val"
0c17172b3317160c,data/alzheimers/VeryMildDemented/29.jpg,test,dementia,dementia_VeryMildDemented,"test,train,val"
0c17172b3317160c,data/alzheimers/MildDemented/30 (4).jpg,train,dementia,dementia_MildDemented,"test,train,val"
0c17172b3317160c,data/alzheimers/MildDemented/420d0e33-e7fb-4f71-9404-e4035a47555e.jpg,train,dementia,dementia_MildDemented,"test,train,val"
0c17172b3317160c,data/alzheimers/NonDemented/26 (93).jpg,train,dementia,dementia_NonDemented,"test,train,val"
0c17172b3317160c,data/alzheimers/NonDemented/27 (53).jpg,train,dementia,dementia_NonDemented,"test,train,val"
0c17172b3317160c,data/alzheimers/NonDemented/27 (6).jpg,train,dementia,dementia_NonDemented,"test,train,val"
0c17172b3317160c,data/alzheimers/NonDemented/27 (82).jpg,train,dementia,dementia_NonDemented,"test,train,val"
0c17172b3317160c,data/alzheimers/NonDemented/27 (93).jpg,train,dementia,dementia_NonDemented,"test,train,val"
0c17172b3317160c,data/alzheimers/NonDemented/28 (6).jpg,train,dementia,dementia_NonDemented,"test,train,val"
0c17172b3317160c,data/alzheimers/NonDemented/29 (51).jpg,train,dementia,dementia_NonDemented,"test,train,val"
0c17172b3317160c,data/alzheimers/NonDemented/29 (68).jpg,train,dementia,dementia_NonDemented,"test,train,val"
0c17172b3317160c,data/alzheimers/NonDemented/29 (89).jpg,train,dementia,dementia_NonDemented,"test,train,val"
0c17172b3317160c,data/alzheimers/NonDemented/30 (41).jpg,train,dementia,dementia_NonDemented,"test,train,val"
0c17172b3317160c,data/alzheimers/NonDemented/30 (89).jpg,train,dementia,dementia_NonDemented,"test,train,val"
0c17172b3317160c,data/alzheimers/NonDemented/31 (26).jpg,train,dementia,dementia_NonDemented,"test,train,val"
0c17172b3317160c,data/alzheimers/NonDemented/31 (41).jpg,train,dementia,dementia_NonDemented,"test,train,val"
0c17172b3317160c,data/alzheimers/NonDemented/31 (65).jpg,train,dementia,dementia_NonDemented,"test,train,val"
0c17172b3317160c,data/alzheimers/NonDemented/32 (65).jpg,train,dementia,dementia_NonDemented,"test,train,val"
0c17172b3317160c,data/alzheimers/NonDemented/32 (98).jpg,train,dementia,dementia_NonDemented,"test,train,val"
0c17172b3317160c,data/alzheimers/NonDemented/4b6a0469-9e6e-4720-8d66-6aeee40480ab.jpg,train,dementia,dementia_NonDemented,"test,train,val"
0c17172b3317160c,data/alzheimers/NonDemented/b42cc6b7-72c5-4662-a439-c9af7265c1c3.jpg,train,dementia,dementia_NonDemented,"test,train,val"
0c17172b3317160c,data/alzheimers/NonDemented/bd7f280a-5c96-461d-a532-e2dac26f1195.jpg,train,dementia,dementia_NonDemented,"test,train,val"
0c17172b3317160c,data/alzheimers/NonDemented/bdffac21-3e5f-46e8-aa84-6e723760a305.jpg,train,dementia,dementia_NonDemented,"test,train,val"
0c17172b3317160c,data/alzheimers/NonDemented/feef984b-2008-4a7b-8997-93ab33194f9f.jpg,train,dementia,dementia_NonDemented,"test,train,val"
0c17172b3317160c,data/alzheimers/NonDemented/nonDem2448.jpg,train,dementia,dementia_NonDemented,"test,train,val"
0c17172b3317160c,data/alzheimers/NonDemented/nonDem2492.jpg,train,dementia,dementia_NonDemented,"test,train,val"
0c17172b3317160c,data/alzheimers/VeryMildDemented/27 (26).jpg,train,dementia,dementia_VeryMildDemented,"test,train,val"
0c17172b3317160c,data/alzheimers/VeryMildDemented/27 (31).jpg,train,dementia,dementia_VeryMildDemented,"test,train,val"
0c17172b3317160c,data/alzheimers/VeryMildDemented/28 (31).jpg,train,dementia,dementia_VeryMildDemented,"test,train,val"
0c17172b3317160c,data/alzheimers/VeryMildDemented/28.jpg,train,dementia,dementia_VeryMildDemented,"test,train,val"
0c17172b3317160c,data/alzheimers/VeryMildDemented/29 (26).jpg,train,dementia,dementia_VeryMildDemented,"test,train,val"
0c17172b3317160c,data/alzheimers/VeryMildDemented/29 (31).jpg,train,dementia,dementia_VeryMildDemented,"test,train,val"
0c17172b3317160c,data/alzheimers/VeryMildDemented/29 (36).jpg,train,dementia,dementia_VeryMildDemented,"test,train,val"
0c17172b3317160c,data/alzheimers/VeryMildDemented/29 (37).jpg,train,dementia,dementia_VeryMildDemented,"test,train,val"
0c17172b3317160c,data/alzheimers/VeryMildDemented/30 (26).jpg,train,dementia,dementia_VeryMildDemented,"test,train,val"
0c17172b3317160c,data/alzheimers/VeryMildDemented/30 (31).jpg,train,dementia,dementia_VeryMildDemented,"test,train,val"
0c17172b3317160c,data/alzheimers/VeryMildDemented/30 (36).jpg,train,dementia,dementia_VeryMildDemented,"test,train,val"
0c17172b3317160c,data/alzheimers/VeryMildDemented/31 (26).jpg,train,dementia,dementia_VeryMildDemented,"test,train,val"
0c17172b3317160c,data/alzheimers/VeryMildDemented/31 (32).jpg,train,dementia,dementia_VeryMildDemented,"test,train,val"
0c17172b3317160c,data/alzheimers/VeryMildDemented/32 (32).jpg,train,dementia,dementia_VeryMildDemented,"test,train,val"
0c17172b3317160c,data/alzheimers/VeryMildDemented/39a99d5c-d180-43ae-8f8e-b5dba5496bec.jpg,train,dementia,dementia_VeryMildDemented,"test,train,val"
0c17172b3317160c,data/alzheimers/VeryMildDemented/3f57660f-4c17-40b8-91e3-739e82f5c328.jpg,train,dementia,dementia_VeryMildDemented,"test,train,val"
0c17172b3317160c,data/alzheimers/VeryMildDemented/81da6a1c-4f34-4531-bd59-cae39c1f5b1b.jpg,train,dementia,dementia_VeryMildDemented,"test,train,val"
0c17172b3317160c,data/alzheimers/VeryMildDemented/e0df063a-f336-40a1-ac10-2baa96450e66.jpg,train,dementia,dementia_VeryMildDemented,"test,train,val"
0c17172b3317160c,data/alzheimers/VeryMildDemented/verymildDem1703.jpg,train,dementia,dementia_VeryMildDemented,"test,train,val"
0c17172b3317160c,data/alzheimers/VeryMildDemented/verymildDem1773.jpg,train,dementia,dementia_VeryMildDemented,"test,train,val"
0c17172b3317160c,data/alzheimers/VeryMildDemented/verymildDem1785.jpg,train,dementia,dementia_VeryMildDemented,"test,train,val"
0c17172b3317160c,data/alzheimers/NonDemented/6a506b48-91ec-46c8-918c-7d4c2bb7588f.jpg,val,dementia,dementia_NonDemented,"test,train,val"
0c17172b3317160c,data/alzheimers/NonDemented/nonDem2409.jpg,val,dementia,dementia_NonDemented,"test,train,val"
0c17172b3317160c,data/alzheimers/VeryMildDemented/28 (26).jpg,val,dementia,dementia_VeryMildDemented,"test,train,val"
0c17172b3317160c,data/alzheimers/VeryMildDemented/29 (6).jpg,val,dementia,dementia_VeryMildDemented,"test,train,val"
0c17172b3317160c,data/alzheimers/VeryMildDemented/ccf1019d-308c-42fb-8ddc-bccba41212ab.jpg,val,dementia,dementia_VeryMildDemented,"test,train,val"
161733331733171e,data/alzheimers/MildDemented/0e781f3b-9a18-4757-82c6-e7b22271858f.jpg,test,dementia,dementia_MildDemented,"test,train,val"
161733331733171e,data/alzheimers/MildDemented/48a59d70-6ca2-49fe-8995-87912e4a2d6f.jpg,test,dementia,dementia_MildDemented,"test,train,val"
161733331733171e,data/alzheimers/MildDemented/83e3e4c7-434d-43b5-b8de-43b5a3199541.jpg,test,dementia,dementia_MildDemented,"test,train,val"
161733331733171e,data/alzheimers/NonDemented/4c0ed676-d930-4da2-8b59-63c7361eae0d.jpg,test,dementia,dementia_NonDemented,"test,train,val"
161733331733171e,data/alzheimers/NonDemented/e240774e-a38c-4306-950f-0393ff31d7fb.jpg,test,dementia,dementia_NonDemented,"test,train,val"
