sha256,path,split,domain,eight_class,split_set
eee73ea36f4991a594341837f68f45a3847200d1bfbccf60cb85dfdf9d102518,data/alzheimers/ModerateDemented/94af0e60-d7f3-4d5b-a6d5-f43fc1012de7.jpg,test,dementia,dementia_ModerateDemented,"test,train"
eee73ea36f4991a594341837f68f45a3847200d1bfbccf60cb85dfdf9d102518,data/alzheimers/ModerateDemented/22f6c01e-3586-4420-9f20-f027c8dcaed1.jpg,train,dementia,dementia_ModerateDemented,"test,train"
eee73ea36f4991a594341837f68f45a3847200d1bfbccf60cb85dfdf9d102518,data/alzheimers/ModerateDemented/29597a56-f231-4449-b81d-9abe138a1612.jpg,train,dementia,dementia_ModerateDemented,"test,train"
eee73ea36f4991a594341837f68f45a3847200d1bfbccf60cb85dfdf9d102518,data/alzheimers/ModerateDemented/47f2a7e0-b760-40c7-98e0-84aa877e831d.jpg,train,dementia,dementia_ModerateDemented,"test,train"
eee73ea36f4991a594341837f68f45a3847200d1bfbccf60cb85dfdf9d102518,data/alzheimers/ModerateDemented/862bec63-2cb2-4662-bd04-6132f2ff9770.jpg,train,dementia,dementia_ModerateDemented,"test,train"
eee73ea36f4991a594341837f68f45a3847200d1bfbccf60cb85dfdf9d102518,data/alzheimers/ModerateDemented/96b84cc7-2c93-4d96-8fb0-b336c19f211a.jpg,train,dementia,dementia_ModerateDemented,"test,train"
eee73ea36f4991a594341837f68f45a3847200d1bfbccf60cb85dfdf9d102518,data/alzheimers/ModerateDemented/bc74078d-d1b2-45e2-8be8-5ef73f5e16a6.jpg,train,dementia,dementia_ModerateDemented,"test,train"
eee73ea36f4991a594341837f68f45a3847200d1bfbccf60cb85dfdf9d102518,data/alzheimers/ModerateDemented/f10490a9-f405-4df4-a09f-cac12d9bd185.jpg,train,dementia,dementia_ModerateDemented,"test,train"
1c4b4624ebf9e992724332a2aa40194e29ba59f96860abef0612a97a804a9f1e,data/alzheimers/ModerateDemented/256c23d0-34af-47b0-b8ed-b3905bc53327.jpg,test,dementia,dementia_ModerateDemented,"test,train,val"
1c4b4624ebf9e992724332a2aa40194e29ba59f96860abef0612a97a804a9f1e,data/alzheimers/ModerateDemented/c0f5f89f-265d-4470-996e-660701a8be02.jpg,test,dementia,dementia_ModerateDemented,"test,train,val"
1c4b4624ebf9e992724332a2aa40194e29ba59f96860abef0612a97a804a9f1e,data/alzheimers/ModerateDemented/ce192dc9-8e5e-4262-9f90-62d8618a2d19.jpg,test,dementia,dementia_ModerateDemented,"test,train,val"
1c4b4624ebf9e992724332a2aa40194e29ba59f96860abef0612a97a804a9f1e,data/alzheimers/ModerateDemented/0d4b00b6-1a90-4be0-b505-0c433c94b42b.jpg,train,dementia,dementia_ModerateDemented,"test,train,val"
1c4b4624ebf9e992724332a2aa40194e29ba59f96860abef0612a97a804a9f1e,data/alzheimers/ModerateDemented/59ed0df3-7056-4af9-950e-d92a0f45e5b2.jpg,train,dementia,dementia_ModerateDemented,"test,train,val"
1c4b4624ebf9e992724332a2aa40194e29ba59f96860abef0612a97a804a9f1e,data/alzheimers/ModerateDemented/5b82295a-e872-4e4c-bf48-4b7092600c54.jpg,train,dementia,dementia_ModerateDemented,"test,train,val"
1c4b4624ebf9e992724332a2aa40194e29ba59f96860abef0612a97a804a9f1e,data/alzheimers/ModerateDemented/8a232286-a475-4ea6-90de-4573c6a7e23c.jpg,train,dementia,dementia_ModerateDemented,"test,train,val"
1c4b4624ebf9e992724332a2aa40194e29ba59f96860abef0612a97a804a9f1e,data/alzheimers/ModerateDemented/c30a4ad4-e84b-42a3-b359-fcbd2bd68622.jpg,train,dementia,dementia_ModerateDemented,"test,train,val"
1c4b4624ebf9e992724332a2aa40194e29ba59f96860abef0612a97a804a9f1e,data/alzheimers/ModerateDemented/d20c762e-df38-4ec0-8eab-a7140f27a7d6.jpg,train,dementia,dementia_ModerateDemented,"test,train,val"
1c4b4624ebf9e992724332a2aa40194e29ba59f96860abef0612a97a804a9f1e,data/alzheimers/ModerateDemented/38f9fa88-134b-4be1-a48c-a4f78dcf5df0.jpg,val,dementia,dementia_ModerateDemented,"test,train,val"
a23989fc23a8742890e5e3ee133c303f5914296a0d509d928fd6744ff3f56b42,data/alzheimers/ModerateDemented/2d80315c-1093-4b59-ba04-d9d11d4b8467.jpg,test,dementia,dementia_ModerateDemented,"test,train"
a23989fc23a8742890e5e3ee133c303f5914296a0d509d928fd6744ff3f56b42,data/alzheimers/ModerateDemented/6bb18b95-dfa4-446a-ab6a-84781abb0d9f.jpg,test,dementia,dementia_ModerateDemented,"test,train"
a23989fc23a8742890e5e3ee133c303f5914296a0d509d928fd6744ff3f56b42,data/alzheimers/ModerateDemented/f1e938dc-5418-4301-9447-6c0647870439.jpg,test,dementia,dementia_ModerateDemented,"test,train"
a23989fc23a8742890e5e3ee133c303f5914296a0d509d928fd6744ff3f56b42,data/alzheimers/ModerateDemented/82fdfd38-10f8-461d-b438-c9b0d0ed9d61.jpg,train,dementia,dementia_ModerateDemented,"test,train"
a23989fc23a8742890e5e3ee133c303f5914296a0d509d928fd6744ff3f56b42,data/alzheimers/ModerateDemented/9095eb15-1e2b-45df-841a-631e4af43b3f.jpg,train,dementia,dementia_ModerateDemented,"test,train"
a23989fc23a8742890e5e3ee133c303f5914296a0d509d928fd6744ff3f56b42,data/alzheimers/ModerateDemented/a7f0f49f-c124-40ff-af69-53504d068bb1.jpg,train,dementia,dementia_ModerateDemented,"test,train"
a23989fc23a8742890e5e3ee133c303f5914296a0d509d928fd6744ff3f56b42,data/alzheimers/ModerateDemented/b9acf86f-a06c-4780-846e-4459dae00051.jpg,train,dementia,dementia_ModerateDemented,"test,train"
93976c520f118708547e0c6da296c9295b38c743006683603a6d6acdd6cf117f,data/alzheimers/ModerateDemented/2e888922-cbdf-4200-bb33-dafd0dc6f5c9.jpg,test,dementia,dementia_ModerateDemented,"test,train"
93976c520f118708547e0c6da296c9295b38c743006683603a6d6acdd6cf117f,data/alzheimers/ModerateDemented/c4fe9901-ca17-4c92-8177-cd957ad58729.jpg,test,dementia,dementia_ModerateDemented,"test,train"
93976c520f118708547e0c6da296c9295b38c743006683603a6d6acdd6cf117f,data/alzheimers/ModerateDemented/85689c65-75a4-4c96-9499-98486fe55a51.jpg,train,dementia,dementia_ModerateDemented,"test,train"
93976c520f118708547e0c6da296c9295b38c743006683603a6d6acdd6cf117f,data/alzheimers/ModerateDemented/a1b9b624-53d6-43f5-a4ac-71d5168dc645.jpg,train,dementia,dementia_ModerateDemented,"test,train"
93976c520f118708547e0c6da296c9295b38c743006683603a6d6acdd6cf117f,data/alzheimers/ModerateDemented/cf8935cd-e840-45d4-ab2c-12c46d9bdb57.jpg,train,dementia,dementia_ModerateDemented,"test,train"
93976c520f118708547e0c6da296c9295b38c743006683603a6d6acdd6cf117f,data/alzheimers/ModerateDemented/f8c1f0e5-42e9-47e8-83f7-b65c49b6af98.jpg,train,dementia,dementia_ModerateDemented,"test,train"
a0366e88279c5346eef7a73e9c5ce55feb756be87dd5c8a16b4070a7ee4d9b0c,data/alzheimers/ModerateDemented/2eb82764-d842-47b3-b098-066f60b511ef.jpg,test,dementia,dementia_ModerateDemented,"test,train,val"
a0366e88279c5346eef7a73e9c5ce55feb756be87dd5c8a16b4070a7ee4d9b0c,data/alzheimers/ModerateDemented/3a07aae0-c731-4c2c-8bd4-b808052cf317.jpg,train,dementia,dementia_ModerateDemented,"test,train,val"
a0366e88279c5346eef7a73e9c5ce55feb756be87dd5c8a16b4070a7ee4d9b0c,data/alzheimers/ModerateDemented/dfd7c50a-5608-485c-9764-781e94bdf93c.jpg,train,dementia,dementia_ModerateDemented,"test,train,val"
a0366e88279c5346eef7a73e9c5ce55feb756be87dd5c8a16b4070a7ee4d9b0c,data/alzheimers/ModerateDemented/e6b4ed95-8481-4764-8166-4acd68c7e14e.jpg,train,dementia,dementia_ModerateDemented,"test,train,val"
a0366e88279c5346eef7a73e9c5ce55feb756be87dd5c8a16b4070a7ee4d9b0c,data/alzheimers/ModerateDemented/f07efb4a-6113-4055-bc07-12afcac24623.jpg,train,dementia,dementia_ModerateDemented,"test,train,val"
a0366e88279c5346eef7a73e9c5ce55feb756be87dd5c8a16b4070a7ee4d9b0c,data/alzheimers/ModerateDemented/bc36d69a-cf53-40b8-b326-684d0d26d252.jpg,val,dementia,dementia_ModerateDemented,"test,train,val"
cdd0af6bd739033130c0110fcabfc51474f55750294a4416f7c7192e19630435,data/alzheimers/ModerateDemented/380e3bb2-e11c-463c-8278-15277a8d633e.jpg,test,dementia,dementia_ModerateDemented,"test,train"
cdd0af6bd739033130c0110fcabfc51474f55750294a4416f7c7192e19630435,data/alzheimers/ModerateDemented/bf969bf1-2754-455d-a2c7-11f56cb5eada.jpg,test,dementia,dementia_ModerateDemented,"test,train"
cdd0af6bd739033130c0110fcabfc51474f55750294a4416f7c7192e19630435,data/alzheimers/ModerateDemented/1c63dcd4-98ae-4f83-ac1e-d92a40ed0f96.jpg,train,dementia,dementia_ModerateDemented,"test,train"
cdd0af6bd739033130c0110fcabfc51474f55750294a4416f7c7192e19630435,data/alzheimers/ModerateDemented/8d9b9358-4fc5-433c-a345-51c42b7f4988.jpg,train,dementia,dementia_ModerateDemented,"test,train"
cdd0af6bd739033130c0110fcabfc51474f55750294a4416f7c7192e19630435,data/alzheimers/ModerateDemented/aa1c1611-762c-42e4-bc49-051a980c8754.jpg,train,dementia,dementia_ModerateDemented,"test,train"
1f2ed9e5f47d5ed653ab45ca42d80a9148ac6bb12b4bb68a758d637e3d327609,data/alzheimers/ModerateDemented/3f0671ed-ded8-44a6-b2ec-f29e3ec306a7.jpg,test,dementia,dementia_ModerateDemented,"test,train,val"
1f2ed9e5f47d5ed653ab45ca42d80a9148ac6bb12b4bb68a758d637e3d327609,data/alzheimers/ModerateDemented/50b4bf08-764e-494b-9786-1cc992f248c2.jpg,test,dementia,dementia_ModerateDemented,"test,train,val"
1f2ed9e5f47d5ed653ab45ca42d80a9148ac6bb12b4bb68a758d637e3d327609,data/alzheimers/ModerateDemented/b3184369-cf01-4b4e-84ff-4d9d5b80f382.jpg,test,dementia,dementia_ModerateDemented,"test,train,val"
1f2ed9e5f47d5ed653ab45ca42d80a9148ac6bb12b4bb68a758d637e3d327609,data/alzheimers/ModerateDemented/4eb2b109-590a-4336-b109-4b9f73344565.jpg,train,dementia,dementia_ModerateDemented,"test,train,val"
1f2ed9e5f47d5ed653ab45ca42d80a9148ac6bb12b4bb68a758d637e3d327609,data/alzheimers/ModerateDemented/ef906ed3-ad9e-4f47-8156-3a50883c5e07.jpg,train,dementia,dementia_ModerateDemented,"test,train,val"
1f2ed9e5f47d5ed653ab45ca42d80a9148ac6bb12b4bb68a758d637e3d327609,data/alzheimers/ModerateDemented/752309c8-462a-49d9-83f7-c5ee949999fd.jpg,val,dementia,dementia_ModerateDemented,"test,train,val"
892458249756a1af993f25780ceca16e765772fb354f14fade6b49b5408edaa4,data/alzheimers/ModerateDemented/406430b8-1fd4-4058-b6a9-dcad30bf52a0.jpg,test,dementia,dementia_ModerateDemented,"test,train,val"
892458249756a1af993f25780ceca16e765772fb354f14fade6b49b5408edaa4,data/alzheimers/ModerateDemented/51c3e218-861f-42ac-8929-7910ab163fd9.jpg,test,dementia,dementia_ModerateDemented,"test,train,val"
892458249756a1af993f25780ceca16e765772fb354f14fade6b49b5408edaa4,data/alzheimers/ModerateDemented/7c4912bf-0d99-498d-8c3c-98f73470f6d7.jpg,test,dementia,dementia_ModerateDemented,"test,train,val"
892458249756a1af993f25780ceca16e765772fb354f14fade6b49b5408edaa4,data/alzheimers/ModerateDemented/77ea6fb7-02cf-41c6-a0ed-864f69c482e4.jpg,train,dementia,dementia_ModerateDemented,"test,train,val"
892458249756a1af993f25780ceca16e765772fb354f14fade6b49b5408edaa4,data/alzheimers/ModerateDemented/86d0850c-5d67-46d9-8afb-e4c554942deb.jpg,train,dementia,dementia_ModerateDemented,"test,train,val"
892458249756a1af993f25780ceca16e765772fb354f14fade6b49b5408edaa4,data/alzheimers/ModerateDemented/dc6d0ed6-6ccb-4f2d-a4ad-3cd5b94126f8.jpg,train,dementia,dementia_ModerateDemented,"test,train,val"
892458249756a1af993f25780ceca16e765772fb354f14fade6b49b5408edaa4,data/alzheimers/ModerateDemented/634fe337-0931-4cc3-a09c-d2eca55ff4c0.jpg,val,dementia,dementia_ModerateDemented,"test,train,val"
603a10183a6a60e22b4a084cc8e9e45d8da41be9ea6edc481c8956223bd5f5bb,data/alzheimers/ModerateDemented/425afdb1-bdf3-42c3-9943-bfbf7a6ff1f8.jpg,test,dementia,dementia_ModerateDemented,"test,train,val"
603a10183a6a60e22b4a084cc8e9e45d8da41be9ea6edc481c8956223bd5f5bb,data/alzheimers/ModerateDemented/3c8e9142-69fc-4d7a-8c3b-852bdd9b20e7.jpg,train,dementia,dementia_ModerateDemented,"test,train,val"
603a10183a6a60e22b4a084cc8e9e45d8da41be9ea6edc481c8956223bd5f5bb,data/alzheimers/ModerateDemented/4378ffe0-eb48-4fa1-abde-755774324ec9.jpg,train,dementia,dementia_ModerateDemented,"test,train,val"
603a10183a6a60e22b4a084cc8e9e45d8da41be9ea6edc481c8956223bd5f5bb,data/alzheimers/ModerateDemented/a0988bea-c14e-4528-aeed-5e56465b46ab.jpg,train,dementia,dementia_ModerateDemented,"test,train,val"
603a10183a6a60e22b4a084cc8e9e45d8da41be9ea6edc481c8956223bd5f5bb,data/alzheimers/ModerateDemented/d96637e1-06cb-4b3e-a176-a822c178db5c.jpg,train,dementia,dementia_ModerateDemented,"test,train,val"
603a10183a6a60e22b4a084cc8e9e45d8da41be9ea6edc481c8956223bd5f5bb,data/alzheimers/ModerateDemented/ee42f44f-fe36-4809-bcb8-a8b2b874cab8.jpg,train,dementia,dementia_ModerateDemented,"test,train,val"
603a10183a6a60e22b4a084cc8e9e45d8da41be9ea6edc481c8956223bd5f5bb,data/alzheimers/ModerateDemented/5cd5537e-1a85-41ae-bad5-0254b22abe06.jpg,val,dementia,dementia_ModerateDemented,"test,train,val"
603a10183a6a60e22b4a084cc8e9e45d8da41be9ea6edc481c8956223bd5f5bb,data/alzheimers/ModerateDemented/f939b3d7-73a4-4857-9ed2-4b04c026c708.jpg,val,dementia,dementia_ModerateDemented,"test,train,val"
805bd941672f99cb5145b69d38521a3e074bf659e1ee1aaf983747234c043a49,data/alzheimers/ModerateDemented/4268fdf2-b753-439e-8b06-8a27b409c1f7.jpg,test,dementia,dementia_ModerateDemented,"test,train"
805bd941672f99cb5145b69d38521a3e074bf659e1ee1aaf983747234c043a49,data/alzheimers/ModerateDemented/fb18dbac-29a5-490f-8dc5-cc73f9c7c4eb.jpg,test,dementia,dementia_ModerateDemented,"test,train"
805bd941672f99cb5145b69d38521a3e074bf659e1ee1aaf983747234c043a49,data/alzheimers/ModerateDemented/75f834af-dd64-4302-a4e6-ca00c8f48628.jpg,train,dementia,dementia_ModerateDemented,"test,train"
805bd941672f99cb5145b69d38521a3e074bf659e1ee1aaf983747234c043a49,data/alzheimers/ModerateDemented/9bab821d-4efb-4446-8bf7-fb617e70f9e2.jpg,train,dementia,dementia_ModerateDemented,"test,train"
805bd941672f99cb5145b69d38521a3e074bf659e1ee1aaf983747234c043a49,data/alzheimers/ModerateDemented/ab8160cd-7367-4d71-8ef8-a5947f25c84d.jpg,train,dementia,dementia_ModerateDemented,"test,train"
ef0c6da7c41071cab2494d945a3ed2c0a124523bec5584e62745fdfbd6a76826,data/alzheimers/ModerateDemented/553811ee-cda3-4cc6-8ce5-ffb430ff6df4.jpg,test,dementia,dementia_ModerateDemented,"test,train,val"
ef0c6da7c41071cab2494d945a3ed2c0a124523bec5584e62745fdfbd6a76826,data/alzheimers/ModerateDemented/217476da-d4e2-4fca-affb-fa256041b4b3.jpg,train,dementia,dementia_ModerateDemented,"test,train,val"
ef0c6da7c41071cab2494d945a3ed2c0a124523bec5584e62745fdfbd6a76826,data/alzheimers/ModerateDemented/9a93ac4b-34b8-4255-b0c4-f5562da2d786.jpg,train,dementia,dementia_ModerateDemented,"test,train,val"
ef0c6da7c41071cab2494d945a3ed2c0a124523bec5584e62745fdfbd6a76826,data/alzheimers/ModerateDemented/e4d8bf06-f406-4aed-a744-45a40fcc5202.jpg,train,dementia,dementia_ModerateDemented,"test,train,val"
ef0c6da7c41071cab2494d945a3ed2c0a124523bec5584e62745fdfbd6a76826,data/alzheimers/ModerateDemented/cdeb03ae-e575-4bc1-95b7-dc308885884d.jpg,val,dementia,dementia_ModerateDemented,"test,train,val"
ef0c6da7c41071cab2494d945a3ed2c0a124523bec5584e62745fdfbd6a76826,data/alzheimers/ModerateDemented/f033bcdf-04c2-45fb-8ea1-fd530efb2936.jpg,val,dementia,dementia_ModerateDemented,"test,train,val"
d990049b9aecc51ab04c45afc15a39e059ec4ca2c4b765b980b8bd8beb951397,data/alzheimers/ModerateDemented/55392e6e-d70e-4e7f-8a20-39edcbd56342.jpg,test,dementia,dementia_ModerateDemented,"test,train,val"
d990049b9aecc51ab04c45afc15a39e059ec4ca2c4b765b980b8bd8beb951397,data/alzheimers/ModerateDemented/62db29ad-01bf-4b76-9ec8-ec2a0c3f01ca.jpg,test,dementia,dementia_ModerateDemented,"test,train,val"
d990049b9aecc51ab04c45afc15a39e059ec4ca2c4b765b980b8bd8beb951397,data/alzheimers/ModerateDemented/7f21bdb2-6de2-46f6-9576-368c1a290471.jpg,test,dementia,dementia_ModerateDemented,"test,train,val"
d990049b9aecc51ab04c45afc15a39e059ec4ca2c4b765b980b8bd8beb951397,data/alzheimers/ModerateDemented/d30e51c3-9386-4b12-b674-dd9171568c42.jpg,test,dementia,dementia_ModerateDemented,"test,train,val"
d990049b9aecc51ab04c45afc15a39e059ec4ca2c4b765b980b8bd8beb951397,data/alzheimers/ModerateDemented/146ae5a1-3967-4c14-aabc-1c828d2b0ef0.jpg,train,dementia,dementia_ModerateDemented,"test,train,val"
d990049b9aecc51ab04c45afc15a39e059ec4ca2c4b765b980b8bd8beb951397,data/alzheimers/ModerateDemented/290d8967-fcd7-4e80-9ac6-f353830b54be.jpg,train,dementia,dementia_ModerateDemented,"test,train,val"
d990049b9aecc51ab04c45afc15a39e059ec4ca2c4b765b980b8bd8beb951397,data/alzheimers/ModerateDemented/3e0d8ca4-d56e-4564-9637-6235d44d7ceb.jpg,train,dementia,dementia_ModerateDemented,"test,train,val"
d990049b9aecc51ab04c45afc15a39e059ec4ca2c4b765b980b8bd8beb951397,data/alzheimers/ModerateDemented/8c5a56ff-04c8-44eb-a990-8e3ad25b3838.jpg,train,dementia,dementia_ModerateDemented,"test,train,val"
d990049b9aecc51ab04c45afc15a39e059ec4ca2c4b765b980b8bd8beb951397,data/alzheimers/ModerateDemented/9d3c1c19-ea68-47b6-b9aa-1fbaac5affdc.jpg,train,dementia,dementia_ModerateDemented,"test,train,val"
d990049b9aecc51ab04c45afc15a39e059ec4ca2c4b765b980b8bd8beb951397,data/alzheimers/ModerateDemented/a3491264-cd24-4959-ba58-cbfbe223859b.jpg,train,dementia,dementia_ModerateDemented,"test,train,val"
d990049b9aecc51ab04c45afc15a39e059ec4ca2c4b765b980b8bd8beb951397,data/alzheimers/ModerateDemented/07783111-2019-4075-90a9-6b9c894def82.jpg,val,dementia,dementia_ModerateDemented,"test,train,val"
d990049b9aecc51ab04c45afc15a39e059ec4ca2c4b765b980b8bd8beb951397,data/alzheimers/ModerateDemented/31b93e10-5726-4db5-a436-855c77edfb51.jpg,val,dementia,dementia_ModerateDemented,"test,train,val"
0e1dc97f77e68d705a1dc891acaee4c89fd2194f2bdfcf15e9bce80b5a38537e,data/alzheimers/ModerateDemented/55888612-d245-4b9c-a537-da34fe3b081c.jpg,test,dementia,dementia_ModerateDemented,"test,train"
0e1dc97f77e68d705a1dc891acaee4c89fd2194f2bdfcf15e9bce80b5a38537e,data/alzheimers/ModerateDemented/84192f71-a08b-4a97-a969-664ed366ece3.jpg,test,dementia,dementia_ModerateDemented,"test,train"
0e1dc97f77e68d705a1dc891acaee4c89fd2194f2bdfcf15e9bce80b5a38537e,data/alzheimers/ModerateDemented/c6ddcb68-82fe-4ee4-9097-80b86df0d511.jpg,test,dementia,dementia_ModerateDemented,"test,train"
0e1dc97f77e68d705a1dc891acaee4c89fd2194f2bdfcf15e9bce80b5a38537e,data/alzheimers/ModerateDemented/e09d09b0-884f-4948-9e2b-0c38588bd3b3.jpg,test,dementia,dementia_ModerateDemented,"test,train"
0e1dc97f77e68d705a1dc891acaee4c89fd2194f2bdfcf15e9bce80b5a38537e,data/alzheimers/ModerateDemented/33b537df-5596-437e-bc56-56425c55b5aa.jpg,train,dementia,dementia_ModerateDemented,"test,train"
0e1dc97f77e68d705a1dc891acaee4c89fd2194f2bdfcf15e9bce80b5a38537e,data/alzheimers/ModerateDemented/40d5ef77-2547-4e7c-aa58-fa507816b6ee.jpg,train,dementia,dementia_ModerateDemented,"test,train"
0e1dc97f77e68d705a1dc891acaee4c89fd2194f2bdfcf15e9bce80b5a38537e,data/alzheimers/ModerateDemented/5d59a3ba-9791-4004-87dc-4660206b1831.jpg,train,dementia,dementia_ModerateDemented,"test,train"
0e1dc97f77e68d705a1dc891acaee4c89fd2194f2bdfcf15e9bce80b5a38537e,data/alzheimers/ModerateDemented/6965d3ef-33e7-4d4c-acac-7f5769446081.jpg,train,dementia,dementia_ModerateDemented,"test,train"
0e1dc97f77e68d705a1dc891acaee4c89fd2194f2bdfcf15e9bce80b5a38537e,data/alzheimers/ModerateDemented/c5972561-d041-4bde-8492-97fd36aba0fe.jpg,train,dementia,dementia_ModerateDemented,"test,train"
79d7739b4e54a6fea28cbede1a24ac3b1e672a409dc3d8e10371b75310e549a1,data/alzheimers/ModerateDemented/57c1d37c-f401-4ca2-a2b8-bb67b59b5f01.jpg,test,dementia,dementia_ModerateDemented,"test,train,val"
79d7739b4e54a6fea28cbede1a24ac3b1e672a409dc3d8e10371b75310e549a1,data/alzheimers/ModerateDemented/1ddadbda-3d9d-4b96-9b28-545fc0e61f15.jpg,train,dementia,dementia_ModerateDemented,"test,train,val"
79d7739b4e54a6fea28cbede1a24ac3b1e672a409dc3d8e10371b75310e549a1,data/alzheimers/ModerateDemented/b31f9b84-fac1-4faa-bea4-5ea6d1339cf6.jpg,train,dementia,dementia_ModerateDemented,"test,train,val"
79d7739b4e54a6fea28cbede1a24ac3b1e672a409dc3d8e10371b75310e549a1,data/alzheimers/ModerateDemented/27237a82-ed0f-42bb-8309-a4d0c572b38f.jpg,val,dementia,dementia_ModerateDemented,"test,train,val"
1571c79606014caa01de067c7a4269dbc8757326166571e3a110e82e8afa33b6,data/alzheimers/ModerateDemented/5b786738-ca91-46ea-ac8f-ef878efadd21.jpg,test,dementia,dementia_ModerateDemented,"test,train"
1571c79606014caa01de067c7a4269dbc8757326166571e3a110e82e8afa33b6,data/alzheimers/ModerateDemented/8dc7fc82-4b0b-4ea2-9ebd-0d6913f51b3b.jpg,test,dementia,dementia_ModerateDemented,"test,train"
1571c79606014caa01de067c7a4269dbc8757326166571e3a110e82e8afa33b6,data/alzheimers/ModerateDemented/3a7509f8-e660-47cd-a71f-cfec52a6f14f.jpg,train,dementia,dementia_ModerateDemented,"test,train"
1571c79606014caa01de067c7a4269dbc8757326166571e3a110e82e8afa33b6,data/alzheimers/ModerateDemented/56459a96-5656-413b-8fce-1b6205cf1d7c.jpg,train,dementia,dementia_ModerateDemented,"test,train"
1571c79606014caa01de067c7a4269dbc8757326166571e3a110e82e8afa33b6,data/alzheimers/ModerateDemented/5b7268eb-1861-4b5d-b977-345c9a1bd8fb.jpg,train,dementia,dementia_ModerateDemented,"test,train"
1571c79606014caa01de067c7a4269dbc8757326166571e3a110e82e8afa33b6,data/alzheimers/ModerateDemented/61cb54bf-6700-48c9-91d9-bb8d86b88132.jpg,train,dementia,dementia_ModerateDemented,"test,train"
1571c79606014caa01de067c7a4269dbc8757326166571e3a110e82e8afa33b6,data/alzheimers/ModerateDemented/8d686a6a-6842-40e9-a8cb-24e29ffc0232.jpg,train,dementia,dementia_ModerateDemented,"test,train"
1571c79606014caa01de067c7a4269dbc8757326166571e3a110e82e8afa33b6,data/alzheimers/ModerateDemented/9b7df46b-1dae-4738-a4a1-1bc557475dc1.jpg,train,dementia,dementia_ModerateDemented,"test,train"
1241b93f11872f355a003b70888d50ef742401ab76d017727609d49ba0318a07,data/alzheimers/ModerateDemented/66851bfd-3a6d-4e25-8522-d4424c4d8f73.jpg,test,dementia,dementia_ModerateDemented,"test,train"
1241b93f11872f355a003b70888d50ef742401ab76d017727609d49ba0318a07,data/alzheimers/ModerateDemented/67846724-9c5b-4d59-b47d-aa1057c8caec.jpg,test,dementia,dementia_ModerateDemented,"test,train"
1241b93f11872f355a003b70888d50ef742401ab76d017727609d49ba0318a07,data/alzheimers/ModerateDemented/21915f6f-696f-4c0a-b086-997da60faddd.jpg,train,dementia,dementia_ModerateDemented,"test,train"
1241b93f11872f355a003b70888d50ef742401ab76d017727609d49ba0318a07,data/alzheimers/ModerateDemented/367b5c48-97ab-4c58-9b9c-3a2bb4ea2c63.jpg,train,dementia,dementia_ModerateDemented,"test,train"
1241b93f11872f355a003b70888d50ef742401ab76d017727609d49ba0318a07,data/alzheimers/ModerateDemented/8dbe3356-b453-493e-a5a6-93b93438b14f.jpg,train,dementia,dementia_ModerateDemented,"test,train"
1241b93f11872f355a003b70888d50ef742401ab76d017727609d49ba0318a07,data/alzheimers/ModerateDemented/b6539efe-aa7b-4cc6-b910-802483d80e3a.jpg,train,dementia,dementia_ModerateDemented,"test,train"
1241b93f11872f355a003b70888d50ef742401ab76d017727609d49ba0318a07,data/alzheimers/ModerateDemented/bc6e572b-fb07-4f42-81dd-ebe1946275f0.jpg,train,dementia,dementia_ModerateDemented,"test,train"
1241b93f11872f355a003b70888d50ef742401ab76d017727609d49ba0318a07,data/alzheimers/ModerateDemented/fac751d9-cd20-48ad-9754-83fee06ed3e9.jpg,train,dementia,dementia_ModerateDemented,"test,train"
804a1047c20a35e689bddb98313463c13e6d4a2131597101917cc7c80ab9f298,data/alzheimers/ModerateDemented/6721a7cb-90dd-4d49-8348-9cec48b0d4f2.jpg,test,dementia,dementia_ModerateDemented,"test,train"
804a1047c20a35e689bddb98313463c13e6d4a2131597101917cc7c80ab9f298,data/alzheimers/ModerateDemented/198d2a7d-a79c-4527-b08f-d9a723dbcac6.jpg,train,dementia,dementia_ModerateDemented,"test,train"
804a1047c20a35e689bddb98313463c13e6d4a2131597101917cc7c80ab9f298,data/alzheimers/ModerateDemented/45fc3d10-6603-4c74-86cc-7f057a0f428e.jpg,train,dementia,dementia_ModerateDemented,"test,train"
804a1047c20a35e689bddb98313463c13e6d4a2131597101917cc7c80ab9f298,data/alzheimers/ModerateDemented/d3025473-3a1d-42c1-9df7-30e72dea90dd.jpg,train,dementia,dementia_ModerateDemented,"test,train"
804a1047c20a35e689bddb98313463c13e6d4a2131597101917cc7c80ab9f298,data/alzheimers/ModerateDemented/d587a2bd-8bae-4b97-9569-131e87fed145.jpg,train,dementia,dementia_ModerateDemented,"test,train"
6e7fda9c5318f1a7bcf388c0f81daedb53931d8ab6d62f1e7b47ca74c2ee9bf0,data/alzheimers/ModerateDemented/67bb5307-1fb6-4716-95e6-b8efffd51f82.jpg,test,dementia,dementia_ModerateDemented,"test,train,val"
6e7fda9c5318f1a7bcf388c0f81daedb53931d8ab6d62f1e7b47ca74c2ee9bf0,data/alzheimers/ModerateDemented/95376de5-b3dc-4b86-81c9-7932051df7e3.jpg,test,dementia,dementia_ModerateDemented,"test,train,val"
